Filename,Question,Answer
scraped_data_1717508141.md,Where can I find the application guidelines for studying abroad?,"
              You can find the application guidelines for studying abroad on the Study Abroad Programs website. Specifically, you can check the ""Application Guidelines"" page posted on the website, which is also mentioned in the provided context. The link to the page is https://secure.ritsumei.ac.jp/students/studyabroad/students/guideline.html/. Additionally, you can also contact the study abroad staff at the International Center for any inquiries or further assistance."
scraped_data_1717508143.md,Where can I find the application guidelines for studying abroad?,"
              You can find the application guidelines for studying abroad on the Study Abroad Programs website. Specifically, you can check the ""Application Guidelines"" page posted on the website, which can be accessed through the following link: https://secure.ritsumei.ac.jp/students/studyabroad/students/guideline.html/."
scraped_data_1717508145.md,Can I earn credits while studying abroad?,"
              Yes, you can earn credits while studying abroad. According to the provided context, credits earned at a host institution through the study abroad program can be transferred to RU credit system if you apply for Credit Transfer at your college office."
scraped_data_1717508147.md,Is is only possible to apply for one study abroad program?,"
              Based on the context provided, it is not only possible to apply for one study abroad program. According to the text, it is recommended that students apply for more than one program if they strongly desire to study abroad, as long as the programs have the same application period and program schedule. However, students are not allowed to apply to a one semester program and a long-term program simultaneously."
scraped_data_1717508148.md,Do I need my passport when I apply for a study abroad program?,"
              Based on the context provided, it is mentioned that you can apply for a study abroad program even if you do not have a passport at the time of application. However, you may need a passport as soon as your participation in the program is decided for visa acquisition purposes, etc. Therefore, it is recommended that you apply for a passport while preparing your study abroad program application without waiting for program application results."
scraped_data_1717508150.md,Where can I make inquiries about Study Abroad programs?,"
              You can make inquiries about Study Abroad programs at the International Center."
scraped_data_1717508152.md,Where can I get the details about study abroad programs?,"
              According to the provided context, you can get the details about study abroad programs from the following sources:

1. The International Center's website: The website provides information on study abroad programs, application guidelines, scholarship information, study abroad stories, and the latest information related to study abroad.
2. The Study Abroad Program website: This website provides a variety of information on study abroad, such as details of each program, application guidelines, scholarship information, study abroad stories, and the latest information related to study abroad.
3. The homepage of each college/school: For programs organized by individual colleges/schools, information is available on the homepage of each college/school.
4. The International Center's ""Study Abroad Information"" brochure: This brochure is available and provides information on study abroad programs.
5. Online counseling (request form or Zoom) offered by the International Center: You can request online counseling for study abroad and get personalized advice.

Additionally, you can also contact the International Center or the administrative office of your college for further details on taking a leave of absence and student registry status and approval of credits earned while on the study-abroad program."
scraped_data_1717508153.md,Where can I get the details about study abroad programs?,"
              You can find the details about study abroad programs on the following websites and resources:
              1. International Center's Abroad Programs homepage
              2. Study Abroad Program website (available in Japanese)
              3. Study Abroad Program website for university-wide programs
              4. Homepage of each college/school for programs organized by individual colleges/schools
              5. Study Abroad Program website for programs available to all undergraduate students
              6. International Center's ""Study Abroad Information"" brochure
              7. Online counseling (request form or Zoom) offered by the International Center for study abroad
              8. For inquiries, you can contact the International Center or the administrative office of your college.
             "
scraped_data_1717508155.md,Are there scholarships for studying abroad?,"
              Yes, there are scholarships available for studying abroad. The university provides a list of major public and private scholarships for study abroad that are available to individuals and notified to the university from organizations. You can also search for scholarships from external organizations, such as the Study Abroad Scholarships / Study Abroad Information Website (jasso.go.jp) and the Scholarship website ""Gaxy"". Please check the application guidelines and apply directly on your own. Some scholarships cannot be combined with other scholarships."
scraped_data_1717508157.md,Are there any financial support for students with financial difficulties?,"
              Yes, Ritsumeikan University offers various forms of financial support for students with financial difficulties. The university provides scholarships to students who are facing financial difficulties, and the Career Center also offers career support not only for international students who complete their studies in Japanese, but also those who study in English and wish to find work in Japan. Additionally, the university's Disability Resource Center offers support for students with disabilities, including scholarships and financial assistance. Furthermore, the Student Support Room has on-site experienced professional counselors who can provide guidance and support to students with financial difficulties."
scraped_data_1717508158.md,What are the scholarships offered by the University?,"
              Based on the provided context, the scholarships offered by the university are not explicitly mentioned. However, it is mentioned that the university handles various scholarships outside of the International Center. The university also provides a link to search for scholarships from external organizations. Additionally, it is mentioned that there is a scholarship system outline, application qualifications, and application process available in the handbook. It is recommended to consult the graduate/undergraduate administration office or the office of graduate studies for more details."
scraped_data_1717508160.md,Is the health examination mandatory for the study abroad program?,"
              Yes, according to the context, it is mandatory to have received the annual health examination conducted by the Medical Service Center in order to participate in the study abroad program. If you did not receive the health examination for whatever reason, you will have to have a separate health checkup by a designated date."
scraped_data_1717508161.md,Where can I get the details about programs offered by the International Center?,"
              Based on the provided context, you can get the details about programs
              offered by the International Center through the following sources:

1. Application guidelines: You can find the details about the programs offered by the International Center in the application guidelines.
2. Program guidance sessions: During program guidance sessions, you will receive more information about the programs offered by the International Center.
3. Study Abroad Programs website: You can visit the Study Abroad Programs website, which is available in both Japanese and English, to find information about the programs offered by the International Center.
4. manaba+R notifications: You can also find information about study abroad programs through manaba+R notifications, specifically in the category of ""Study abroad"".

Please note that the International Center's website and Study Abroad Programs website are the primary sources of information for programs offered by the International Center. If you have any further questions or concerns, you can contact the study abroad staff at the International Center."
scraped_data_1717508163.md,Are there required courses to take for study abroad program?,"
              According to the context, in most cases, you are not required to take specific courses to participate in a study abroad program. However, some programs may recommend or require certain courses to be taken. It's best to check the application guidelines for each program to confirm the requirements."
scraped_data_1717508165.md,What happens if I violate the form's terms while studying abroad?,"
              If you violate the terms of the consent form while studying abroad, you may be asked to return to Japan before the end of your study abroad or return received scholarships. This is stated in the context provided. It is essential to carefully review and understand the terms of the consent form before signing it. If you have any concerns or questions, you can contact the study abroad staff at the International Center for further guidance."
scraped_data_1717508167.md,What does the overseas travel insurance provide?,"
              According to the provided context, the overseas travel insurance provides a system to quickly respond to incidents/accidents that occur while studying abroad. It also includes 24-hour phone support and a safety confirmation system."
scraped_data_1717508168.md,Can I still apply for a study abroad program when I have a chronic illness?,"
              Yes, you can still apply for a study abroad program even if you have a chronic illness or are currently being treated for an illness or injury. However, you will need to report your health condition and undergo a health checkup by the school doctor at the Medical Service Center. The school doctor may also communicate with your doctors or you if necessary. Please consult with your primary doctor in advance about studying abroad and ensure you meet the application requirements of the program."
scraped_data_1717508171.md,Where can I get vaccinated before traveling?,"
              According to the provided context, you can get vaccinated at the Travel Clinic in the Medical Service Center on each of Ritsumeikan University's campuses. The contact information for the Travel Clinic is as follows:

* Kinugasa Campus: Shigakukan 1F, TEL: O75-465-8232
* Biwako Kusatsu Campus (BKC): West Wing 1F, TEL: 077-561-2635
* Osaka Ibaraki Campus (OIC): AS 1F, TEL: 072-665-2110

You can also contact the Travel Clinic via email at hokenask@st.ritsumei.ac.jp."
scraped_data_1717508173.md,Do I still need to pay for the tuition during the program?,"
              According to the context, it is mentioned that ""It is necessary to pay tuition to the university regardless of the program fee payment."" This implies that you will still need to pay tuition to the university during the program, in addition to the program fee payment."
scraped_data_1717508175.md,Are there any limitations to job hunting?,"
              According to the context provided, there are no particular limitations to job hunting as long as it does not interfere with studies and life while in a program."
scraped_data_1717508177.md,Give me tips for planning my study abroad.,"
              Here are some tips for planning your study abroad:

1. **Be aware of your goals and reasons for studying abroad**: Reflect on why you want to study abroad and what you hope to achieve. This will help you set clear objectives and make informed decisions.

2. **Keep your guardian informed of your study abroad plan, including costs**: Share your plan with your guardian and discuss the costs involved. This will help you stay on track and ensure you're making responsible financial decisions.

3. **Continue to engage in your studies as you prepare to study abroad**: Don't let your studies suffer while preparing for your study abroad experience. Stay focused and motivated to ensure a smooth transition.

4. **Think about your goals and options after your return to Japan**: Consider what you want to do after your return to Japan. This will help you make the most of your study abroad experience and set yourself up for success after your return.

5. **Research, research, research**: Learn as much as you can about your host country, culture, and academic system. This will help you prepare for any challenges you may face and make the most of your experience.

6. **Stay organized**: Create a timeline and checklist to keep track of your preparations, deadlines, and tasks. This will help you stay on top of things and reduce stress.

7. **Seek guidance**: Talk to your school counselor, academic advisor, or other students who have studied abroad for advice and guidance.

Remember to stay flexible and open-minded, and be prepared for any unexpected challenges that may arise. Good luck with your study abroad planning!

Would you like me to elaborate on any of these points or provide more information on a specific aspect of study abroad planning?"
scraped_data_1717508178.md,Where can I get information about privately-funded study abroad?,"
              According to the context, the International Center does not handle privately-funded study abroad using the “Leave of Absence” system. Instead, you can contact the Co-op Travel Center and the study abroad agencies of private companies for information about privately-funded study abroad."
scraped_data_1717508181.md,What format should the Application Form be in?,"
              Based on the context provided, the Application Form should be uploaded in PDF file format."
scraped_data_1717508182.md,Who is eligible for applying for the international PBL program?,"
              According to the context, the eligible faculty for the International PBL Program in ASEAN Countries are:

* **College of Policy Science**: 1st year or higher
* **College of International Relations*: 1st year or higher

However, for students in their final semester, there are some exceptions:

* Students in their final semester participating in the program must consult with OIC-Manabi Station before applying for the program. (College of Policy Science)
* Students in their final semester participating in the program are not able to apply. (College of International Relations)

Please note that the eligibility criteria may vary depending on the faculty and the student's semester."
scraped_data_1717508184.md,Are the application guidelines the same for all types of study abroad programs?,"
              Based on the provided context, the answer is yes. The application guidelines are mentioned to be the same for each study abroad program, as stated in the text: ""Items included in the program fee are described in the “Application Guidelines” for each study abroad program. Please check these carefully as the items for each program will differ."" This suggests that the application guidelines are the same for all types of study abroad programs, but the items included in the program fee may differ."
scraped_data_1717508186.md,Is GPA important for getting in the study abroad programs?,"
              Based on the context provided, it is mentioned that GPA requirements vary depending on the study abroad program. However, even if the program does not set a GPA standard as an application requirement, it will be an evaluation item in the selection process. This implies that GPA is not a strict requirement, but it will be considered as one of the factors in the selection process. Therefore, it is recommended to be diligent in your studies and maintain a good GPA, but it is not the only factor that determines admission to the study abroad program."
scraped_data_1717508187.md,Is there a required English proficiency for application?,"
              Yes, according to the provided context, the English proficiency test required for application differs depending on the program."
scraped_data_1717508189.md,How should I submit my langauge proficiency test score?,"
              Based on the context provided, it seems that the language proficiency test score can be checked online. To submit your language proficiency test score, please submit a screenshot of the webpage that shows your name and score. Once the original arrives at a later date, please submit a copy."
scraped_data_1717508191.md,What happens if I do not reach the application requirements?,"
              Based on the context provided, if you do not meet the application requirements of the study abroad program at the time of application, you will not be able to apply and your application will not be qualified to be screened."
scraped_data_1717508193.md,Where can I get credit information for one-semester programs?,"
              According to the provided context, you can find the credit information for short-term and one-semester programs (available only in Japanese) on the ""単位授与科目一覧"" posted on the Application Guidelines page of the Study Abroad Program website."
scraped_data_1717508194.md,How detailed should my subject registration plan be?,"
              Based on the provided context, it is recommended to check the subjects carefully and plan your registration in advance. Since you are required to register for subjects on your own, it is essential to have a detailed plan to ensure that you register for all the necessary subjects. 

To make a detailed plan, you should:

1. Review the subjects offered in the spring semester and plan which subjects you need to register for.
2. Check your previous academic records to ensure you have completed all the mandatory subjects taken in the 1st or 2nd year.
3. Identify the subjects you need to retake and plan when and how you will register for them.
4. Review the subjects' class names, credit values, and year levels to ensure you register for the correct subjects.
5. Double-check your registration status on ""Course Registration and Grade Status"" on manaba+R to ensure you have registered for all the necessary subjects.

By having a detailed plan, you can avoid any potential registration errors and ensure a smooth registration process."
scraped_data_1717508196.md,Are there classes I can take to prepare for studying abroad?,"
              Yes, there are classes you can take to prepare for studying abroad. The college offers subjects such as “Basic Academic Skills” and “Intermediate Academic Skills” which are designed to help you obtain the literacy required for studying abroad. These subjects focus on developing your language skills in reading, listening, writing, and speaking. Additionally, there is also an “Intermediate Seminar” class where you can learn practical basic knowledge and academic skills. These classes are available for students who plan to study abroad for half a year or an entire year. For more information, please check the application guidelines for each program or contact the study abroad staff at the International Center."
scraped_data_1717508198.md,Can I get consultation about language learning?,"
              Yes, you can get consultation about language learning. The university offers several resources to support your language learning, such as the Foreign Language Communication Room, Language Learning Support Desks, and the BBP Language Exchange Program. You can also consult with the staff at the International Center or the Language Education Center for any questions or concerns you may have."
scraped_data_1717508199.md,How can I make a consultation appointment with faculty members?,"
              You can make a consultation appointment with faculty members during their designated consultation hours. The consultation hours for this semester are as follows:

* Monday, Tuesday, Thursday, Friday: 10:00-11:30, 12:30-17:00
* Wednesday: 12:30-17:00
* Long vacations: 13:00-17:00

You can visit the Kinugasa International Center, BKC International Center, or the consultation room of your college to make an appointment. For more information, please contact the college or academic institution organizing the program.

Please note that it is recommended to make an appointment in advance to ensure availability. You can also check the faculty members' availability on the consultation schedule posted on the bulletin board or online.

If you have any questions or concerns, feel free to reach out to me. I'm here to help!"
scraped_data_1717508201.md,When is the application information session?,"
              According to the provided context, the information session on the issuance of ""Designated Activities"" letters of recommendation will be held on Wednesday, January 31, 2024, 1:00 pm (about 90 minutes)."
scraped_data_1717508203.md,Where can i find information about study abroad programs offered by the International Center?,"
              According to the context provided, you can find information about study abroad programs offered by the International Center through manaba+R notifications (category: “Study abroad”) and on the Study Abroad Programs website.

You can access the Study Abroad Programs website in Japanese at http://www.ritsumei.ac.jp/studyabroad/ or in English at http://www.ritsumei.ac.jp/studyabroad/eng/.

Additionally, you can also contact the study abroad staff at the International Center for inquiries."
scraped_data_1717508204.md,What kind of clubs and circles are there in Ritsumeikan University?,"
              Based on the provided context, Ritsumeikan University has over 450 teams, clubs, and circles available for students to join. Some examples of clubs and circles mentioned in the context include:
              * Japanese Tea Ceremony Club
              * Cheerleading Club PeeWeeS!
              * Sumo Wrestling Club
              * Ritsumeikan Karuta Club
              * Kyo-en Sodefure Odorits (Dance)
              * Many other clubs and circles not mentioned in the context

These clubs and circles are available to both native Japanese and international students, and offer a range of activities to help students round out their academic experience and make connections with other students while enjoying an old or new hobby.

Please note that the context does not provide an exhaustive list of all clubs and circles available, but rather gives examples of some of the many options available to Ritsumeikan University students. If you are interested in joining a specific club or circle, I recommend visiting the International Center at your campus for more information."
scraped_data_1717508206.md,What is Student Support Room?,"
              Based on the context provided, the Student Support Room is a place where students can go to talk to someone about university life, personal relationships, or anxiety about the future, or when they just want someone to listen to them. It has on-site experienced professional counselors with qualified as clinical psychologists."
scraped_data_1717508207.md,What documents are needed to open a Japanese bank account?,"
              According to the provided context, the necessary documents and items required for opening a Japanese bank account are:

1. Passport
2. Residence Card or National Health Insurance Card
3. Personal seal (a personal seal, ""Inkan"" in Japanese, is a stamp used in official documents in place of your signature)
4. Cash for deposit (minimum deposit varies depending on the bank)

Additionally, students who have just arrived in Japan and do not yet have their Residence Card may be required to provide a Certificate of Residence, issued at your local city hall or ward office."
scraped_data_1717508209.md,Where is the convenience store in OIC?,"
              The convenience store in OIC is located on the 1st floor of Building A (south) and also on the 1st floor of Union Square."
scraped_data_1717508211.md,Where and when can I get the 100-yen student breakfast at OIC?,"
              According to the context, the 100-yen Student Breakfast is available at OIC Cafeteria from 8:00 till 8:40."
scraped_data_1717508212.md,Why do some Japanese students live in international houses?,"
              According to the context, Japanese students (bilingual Resident Mentors) live in the international dormitories to help international students transition to living in Japan. They are there to assist international students adjust to the local language and culture, and provide a place for interaction with fellow scholars from around the world."
scraped_data_1717508214.md,What is a Resident Mentor?,"
              A Resident Mentor (RM) is a student appointed by the university to support the provision of a safe and comfortable dormitory life at Kinugasa Campus's three international dormitories, in cooperation with the International Center at Kinugasa Campus and I-House Managers. RMs are responsible for maintenance of hygiene, discipline, and other guidance issues of the house and on each floor, and play a subsidiary role in supporting the international residents with their administrative procedures, etc. Additionally, RMs plan and conduct various events and activities in the I-House."
scraped_data_1717508215.md,What does a room include at BKC International House?,"
              Based on the context provided, a room at BKC International House includes:
              ・Refrigerator
              ・Internet Connection
              ・Bed & Bedding (with cleaning)
              ・Desk & Chair
              ・Air Conditioning & Lighting
              ・Sink & Toilet
              For Type B rooms, individual showers are also included.
            "
scraped_data_1717508217.md,What does the initial fee include?,"
              Based on the provided context, the initial fees for OIC International House include:
              1. Security deposit (returned when moving out)
              2. 1.5 months' rent (if moving in on the 16th of the month or later) / 2 months' rent (if moving in on or before the 15th of the month)
              3. 2 months' of utilities and internet
              4. 2 months' of bedding rental
              5. Entrance fee (covers move-out inspection and cleaning)
             "
scraped_data_1717508219.md,What common use facilities does OIC Global House have?,"
              According to the provided context, OIC Global House has the following common use facilities:

* Multi-purpose room
* Laundry rooms with dryers (coin laundry)
* Drying area (1F)
* Patio/smoking area
* Vending machines
* Mailboxes
* Table tennis table, DVD player
* Bicycle parking

Please note that these facilities are available for use by residents of OIC Global House."
scraped_data_1717508220.md,How much are the Internet fees in Japan?,"
              According to the provided context, the Internet fees in Japan are approximately 7,200 yen per month, which is included in the utilities and internet fee for the OIC International House."
scraped_data_1717508222.md,Where can I get the tickets for the Intercampus Shutte bus?,"
              You can purchase tickets for the Intercampus Shuttle Bus at the university co-op store on each campus for 300 yen."
scraped_data_1717508223.md,What should I do if I get COVID-19?,"
              Based on the provided context, if you get COVID-19, you should process as soon as possible after your diagnosis."
scraped_data_1717508225.md,How do I get to the Oda Chausuyama-kofun Burial Mound from Osaka Ibaraki Campus?,"
              To get to the Oda Chausuyama-kofun Burial Mound from Osaka Ibaraki Campus, you can take the following steps:

From Osaka Ibaraki Campus, take a bus displaying ""Hanazono Towaen-bound"" operated by Kintetsu Bus to the bus stop ""Oda"". The bus ride takes about 30 minutes.

Note: The Oda Chausuyama-kofun Burial Mound is located in Ibaraki City, and Osaka Ibaraki Campus is also located in Ibaraki City."
scraped_data_1717508226.md,What do I do if I lost my student ID card?,"
              If you lost your Student ID Card, you should contact the campus lost and found immediately if you lost it on campus. If you lost it elsewhere, report the loss or theft to the police. Apply for a new card at the faculty office of the college where you are registered."
scraped_data_1717508228.md,What is the aim of the career center?,"
              The aim of the Ritsumeikan University Career Center is to help students achieve their individual career goals by providing a variety of career planning events and placement support services."
scraped_data_1717508229.md,What types of scholarships are there for current students?,"
              Based on the context provided, there are two main scholarship types for currently enrolled students: Tuition Reduction Scholarships, which cover a portion or all of tuition fees, and Scholarships that cover living expenses and books."
scraped_data_1717508231.md,What does an international student support coordinator do?,"
             An International Student Support Coordinator is responsible for handling a variety of inquiries related to international students' student life. They offer advice and assistance to international students, including liaising between the student and other on and off-campus facilities if necessary, to try and reach a solution. They can help with issues such as curriculum questions, visa issues, accommodation, health, and daily life. The coordinator is available to provide consultation on daily life for international students and can be contacted through the application form provided."
scraped_data_1717508232.md,What English-based programs does Ibaraki campus provide?,"
              Based on the context provided, I can answer your question.

According to the context, the College of Policy Science and the College of Global Liberal Arts at Osaka Ibaraki Campus offer English-based programs."
scraped_data_1717508234.md,How can I know the class format?,"
              Based on the provided context, you can know the class format for each course by checking the syllabus. The syllabus is available on manaba+R, and it includes information such as ""Class Format (face-to-face or media-based)"", which describes how the class will be conducted. You can also check the classroom where the class will be held, and some classes may be conducted online, even if the classroom is listed under ""classroom""."
scraped_data_1717508235.md,Where can I buy textbooks?,"
              You can purchase textbooks at the Ritsumeikan Co-op Book Store. The sales period for textbooks is from the beginning of the orientation for new students to mid-April for the Spring semester and from the start of the semester to mid-October for the Fall semester."
scraped_data_1717508237.md,What is Manaba+R?,"
             Manaba+R is an e-learning tool that supports your study by helping you prepare and review classes. It is used to join online classes for this semester."
scraped_data_1717508238.md,How is attendance taken in class?,"
              According to the context provided, attendance is taken in class in several ways, including:
              ・Use manaba+R via smartphones or laptops during class.
              ・Have students submit communication papers, etc.
              ・Have students place the Student ID Card in front of the IC card reader.
              ・Take attendance orally.

Please note that some classes may not check attendance each time."
scraped_data_1717508240.md,What occasions are considered special consideration for classes?,"
              Based on the provided context, the occasions that are considered special consideration for classes are:

1. Bereavement (spouse and relatives within the second degree)
2. Natural disasters (storm, heavy rain, flood, storm surge, earthquake, tsunami, eruption and other extreme natural phenomena)
3. Unavoidable non-attendance due to infectious diseases specified in the School Health and Safety Act
4. Practicum in a certification class (e.g. teaching practicum), or the performance of obligations as a lay judge
5. Officially approved absence (Article 7 of “Ritsumeikan University Regulations on Curricular Classes”)

These occasions are considered special consideration for classes, and students are required to follow a specific procedure to request special arrangements, such as submitting an official certificate of death or a thank you letter for attending a funeral."
scraped_data_1717508241.md,What is a TA?,"
              Based on the provided context, a TA (Teaching Assistant) is a graduate
student who assists in the classes and educational activities at Ritsumeikan
University. They support instructors and other students in class, play a role in
creating more effective learning effects, and help students to have a better
understanding of the class subjects. The salary of a TA is ¥3,000 per class
period, which includes duties directly before and after the class period."
scraped_data_1717508242.md,What are the three types of information related to students' learning and growth?,"
              Based on the context provided, I can answer your question. According to the context, the three types of information related to students' learning and growth in the College of Information Science and Engineering are:

1. Information gathering and searching
2. Presentation skills
3. Writing skills

These skills are essential for students to develop in order to effectively learn and grow in the College of Information Science and Engineering."
scraped_data_1717508244.md,What items are prohibited during exams?,"
              Based on the context provided, the following items are prohibited during exams:

* Mobile phones, smartphones, smartwatches, personal computers, electronic dictionaries, or other information and communication devices
* Electronic dictionaries, even if dictionary use is permitted for the course
* Any items not listed as permitted in the ""Primary Categories of Permitted Items"" section
* Items that are not specified as permitted in the ""Contents of 'Final Examination Guide'"" section

Additionally, students are also prohibited from using these devices as clocks in the examination classrooms and must turn them off and put them away in their bags."
scraped_data_1717508245.md,What are makeup examinations for?,"
              Makeup examinations are for students who could not take a Final Examination due to an unavoidable reason (illness, bereavement leave, etc.) and need to submit an application with the necessary certificates during the application period and complete the procedures."
scraped_data_1717508246.md,How can I convert my grades to GPA?,"
              Based on the provided context, it seems that Ritsumeikan University uses a unique conversion method to calculate GPA. According to the method, GPA is calculated as follows:

(5 x # of A credits) + (4 x # of A- credits) + (3 x # of B credits) + (2 x # of C credits)

Where A, A-, B, and C are the grades earned by the student.

To convert your grades to GPA, you can follow these steps:

1. Count the number of credits for each grade (A, A-, B, C, and F).
2. Multiply the number of credits for each grade by the corresponding point value (5 for A, 4 for A-, 3 for B, 2 for C, and 0 for F).
3. Add up the total points.
4. Divide the total points by the total number of registered credits.

For example, if you have 10 credits of A, 5 credits of A-, 3 credits of B, and 2 credits of C, your GPA would be:

(5 x 10) + (4 x 5) + (3 x 3) + (2 x 2) = 50 + 20 + 9 + 4 = 83

Total registered credits = 10 + 5 + 3 + 2 = 20

GPA = 83 / 20 = 4.15

Please note that this is a simplified example and actual GPA calculation may vary depending on the specific courses and grades you have earned. It's recommended to consult with the university's administrative office or academic advisor for more accurate GPA calculation."
scraped_data_1717508248.md,Who will be available to grade reports?,"
              Based on the provided context, it is mentioned that a grade report for each semester will be made available online for students' legal guardians, guardians or individuals who take on that role (parents)."
scraped_data_1717508249.md,What should I do if my parent's workplace has changed?,"
              Based on the provided context, if your parent's workplace has changed, you should fill in the required fields in the ""Family Information Change Request Form"", and submit it by emailing to k-manabi@st.ritsumei.ac.jp from your Ritsumeikan University email account."
scraped_data_1717508250.md,What should I do if I lost my Student ID card?,"
              According to the context provided, if you lose your Student ID Card, you should contact the campus lost and found immediately if you lost it on campus. If you lost it elsewhere, report the loss or theft to the police. Then, apply for a new card at the faculty office of the college where you are registered."
scraped_data_1717508252.md,What is the period of enrollment year for Master's program? ,"
              Based on the context provided, the period of enrollment for a Master's degree program is at least the standard period of study, but a period of one year or more enrolled in the program shall suffice to meet the requirement regarding the term of enrollment if the student has demonstrated outstanding academic performance while enrolled."
scraped_data_1717508253.md,What are the requirements of completing a professional degree program?,"
              To complete a professional degree program, students must be enrolled for at least the standard period of study, take regular courses, and earn credits required to complete the program designated by their graduate school. In addition, they must complete the other components of the educational curriculum."
scraped_data_1717508254.md,When is double registration permitted?,"
              According to the context provided, double registration is permitted if it is considered necessary for the purposes of education and it does not interfere with course requirements at both universities. However, students who have received permission to take courses at other universities within the Kyoto Consortium Credit Exchange System or via a program with Ritsumeikan Asia Pacific University (APU) do not need to seek further permission from the University."
scraped_data_1717508256.md,When is the submission deadline for leave of absence?,"
              According to the provided context, the submission deadline for leave of absence is as follows:

* For the spring semester or whole year, the deadline is May 31.
* For the fall semester, the deadline is November 30.

Please note that these deadlines are for submitting the request for leave of absence, not for submitting documents when the leave of absence ends."
scraped_data_1717508257.md,Will my student ID number change after re-enrollment?,"
              Based on the provided context, I can answer your question. According to the text, after re-enrollment, student ID numbers and the curriculum of enrollment will remain unchanged from prior to the leave of absence. Therefore, your student ID number will not change after re-enrollment."
scraped_data_1717508258.md,How can I apply for studying abroad?,"
              To apply for studying abroad, you must submit the necessary qualification certificates, such as language scores, along with your application. Please note that your application will not be qualified to be screened if you do not meet the application requirements at the time of application. For inquiries, please contact the study abroad staff at the International Center."
scraped_data_1717508260.md,What is transferring?,"
              Transferring is a system where students relocate from their current college or department at Ritsumeikan to a different Ritsumeikan college or department."
scraped_data_1717508261.md,What should I do to withdraw from Ritsumeikan University?,"
              To withdraw from Ritsumeikan University, you should submit a ""Request for Withdrawal from the University"" form to the administrative office of your college (OIC: Manabi Station) and obtain approval from the college. The date of withdrawal is the date when your withdrawal was approved after deliberation at your college's faculty meeting. Please note that it can take two weeks to one month to conduct deliberations regarding a withdrawal due to the scheduling of faculty meetings."
scraped_data_1717508262.md,What are the requirements for readmission?,"
              According to the provided context, the requirements for readmission are as follows:

* The student must apply for readmission within two years from the day following the last day of their final semester.
* Students who were removed from the student registry as a result of their enrollment period exceeding the enrollment period limit or students who were expelled for disciplinary reasons are not eligible to apply for readmission.

Additionally, the context also mentions that the readmission system is not intended to ensure that students who have withdrawn from the University or have been removed from the student registry can study at the University again."
scraped_data_1717508264.md,Can I commute by car to school?,"
              Sorry, but according to the context provided, commuting by car is totally prohibited. Students are required to commute to the University on foot or by bicycle, or by using public transportation such as buses or trains. If you have any further questions regarding commuting by bicycle or motorcycle, please feel free to ask."
scraped_data_1717508265.md,What is posted on the Extracurricular activities website?,"
              Based on the context provided, it seems that the user is looking for information about the ""海外留学【学 部独自プログラム「海外 IT 研修・海外インターンシップ」】"" program at the College of Information Science and Engineering. The user is asking what is posted on the Extracurricular activities website.

However, I would like to clarify that the context provided does not mention an ""Extracurricular activities website"". Instead, it seems that the user is looking for information about the program, and the context mentions that photos and comments posted by former participants are available on Twitter with the hashtag ""#留学クリコアラ"".

If the user is asking about the Extracurricular activities website, I would like to clarify that the context does not provide any information about such a website. If the user could provide more context or clarify their question, I would be happy to try and assist them further."
scraped_data_1717508266.md,How can I find volunteer activities?,"
              According to the context provided, the Service Learning Center is responsible for helping students get engaged in various social activities, including volunteer activities. You can find volunteer activities through the Service Learning Center on your campus. The contact information for the Service Learning Center is as follows:

* Kinugasa: Yushinkan 1F
* BKC: Ad-Seminario 1F
* OIC: Building A 1F AN Administrative Office

You can also visit the website of the Service Learning Center for more information:

https://www.ritsumei.ac.jp/slc/

Additionally, you can also find information about extracurricular activities, including volunteer activities, on the University's website:

https://en.ritsumei.ac.jp/lifecareer/club-activities/

You can also check the website's feature articles, group introductions, and other related information:

https://en.ritsumei.ac.jp/news/?tag=6

If you have any further questions or concerns, you can also contact the Office of Student Affairs on your campus:

* Kinugasa: Kenshinkan 2F
* BKC: Central Arc 1F
* OIC: Building A 1F AS Administrative Office"
scraped_data_1717508268.md,What information does the International Center website provide?,"
              The International Center website provides necessary information for living in Japan such as application for scholarships and National Health Insurance, etc."
scraped_data_1717508269.md,What does SSP offer?,"
              Based on the provided context, I couldn't find any information about ""SSP"" in the given text. It seems that the text is only discussing the ""BBP Mileage"" point system and the Language Exchange Program. Therefore, I cannot answer the question about ""SSP"" as it is not mentioned in the context. If you meant to ask about the BBP Mileage or the Language Exchange Program, I'd be happy to help!"
scraped_data_1717508270.md,What should I do if I felt harassed on Campus?,"
              Thank you for reaching out to us. I'm here to help you with your concern.

If you have felt harassed on campus, please know that there are resources available to support you. Ritsumeikan University has a Harassment Prevention Committee and advisers at various locations on every campus to help complainants of harassment. You can contact them for consultation and support.

You can also reach out to the University's Harassment Prevention Committee through their website: https://www.ritsumei.ac.jp/mng/gl/jinji/harass-eng/

Remember, your privacy is always protected, and the advisers are there to provide compassionate support to help resolve the issue.

Please don't hesitate to reach out if you need any further assistance or guidance."
scraped_data_1717508272.md,What is the allowable distance for student commuter pass?,"
              According to the provided context, the allowable distance for the student commuter pass is the section between the current home address and the nearest station to your home campus."
